DATE_ID,ORDER_DATE,SHIP_DATE,YEAR,DAY_NAME,DELIVERY_DAYS,SHIPPING_COST
44909,2015-10-05,2015-10-09,2015,Monday,4 days,2.41
44910,2015-06-01,2015-06-08,2015,Monday,7 days,1.84
44911,2014-12-10,2014-12-12,2014,Wednesday,2 days,1.84
44912,2014-11-06,2014-11-11,2014,Thursday,5 days,1.789
44913,2014-08-27,2014-09-02,2014,Wednesday,6 days,1.788
44914,2013-12-20,2013-12-25,2013,Friday,5 days,1.788
44915,2014-11-22,2014-11-26,2014,Saturday,4 days,1.787
44916,2014-05-21,2014-05-23,2014,Wednesday,2 days,1.786
44917,2014-02-19,2014-02-23,2014,Wednesday,4 days,1.786
44918,2013-05-10,2013-05-13,2013,Friday,3 days,1.785
44919,2012-04-19,2012-04-22,2012,Thursday,3 days,1.784
44920,2015-10-22,2015-10-27,2015,Thursday,5 days,1.784
44921,2014-08-11,2014-08-15,2014,Monday,4 days,1.783
44922,2014-10-18,2014-10-23,2014,Saturday,5 days,1.783
44923,2012-06-08,2012-06-12,2012,Friday,4 days,1.783
44924,2014-07-20,2014-07-25,2014,Sunday,5 days,1.782
44925,2015-11-20,2015-11-21,2015,Friday,1 days,1.782
44926,2015-03-12,2015-03-19,2015,Thursday,7 days,1.782
44927,2013-11-28,2013-12-02,2013,Thursday,4 days,1.782
44928,2015-05-15,2015-05-18,2015,Friday,3 days,1.781
44929,2012-02-14,2012-02-19,2012,Tuesday,5 days,1.781
44930,2015-09-09,2015-09-15,2015,Wednesday,6 days,1.78
44931,2015-10-06,2015-10-09,2015,Tuesday,3 days,16.7
44932,2015-05-23,2015-05-28,2015,Saturday,5 days,1.78
44933,2012-01-05,2012-01-09,2012,Thursday,4 days,13.59
44934,2015-12-03,2015-12-07,2015,Thursday,4 days,1.78
44935,2015-09-12,2015-09-17,2015,Saturday,5 days,1.78
44936,2013-09-25,2013-09-28,2013,Wednesday,3 days,7.57
44937,2012-05-16,2012-05-16,2012,Wednesday,0 days,1.78
44938,2015-01-29,2015-02-03,2015,Thursday,5 days,1.78
44939,2015-06-04,2015-06-08,2015,Thursday,4 days,1.78
44940,2015-06-20,2015-06-24,2015,Saturday,4 days,1.925
44941,2013-10-09,2013-10-14,2013,Wednesday,5 days,1.924
44942,2014-06-05,2014-06-12,2014,Thursday,7 days,1.924
44943,2015-10-06,2015-10-10,2015,Tuesday,4 days,1.923
44944,2012-04-22,2012-04-26,2012,Sunday,4 days,1.922
44945,2014-11-08,2014-11-08,2014,Saturday,0 days,1.921
44946,2013-02-14,2013-02-18,2013,Thursday,4 days,1.92
44947,2014-11-20,2014-11-26,2014,Thursday,6 days,1.79
44948,2015-09-08,2015-09-12,2015,Tuesday,4 days,1.92
44949,2015-11-28,2015-11-28,2015,Saturday,0 days,1.92
44950,2012-12-11,2012-12-13,2012,Tuesday,2 days,683.12
44951,2015-01-02,2015-01-03,2015,Friday,1 days,1.92
44952,2014-09-23,2014-09-27,2014,Tuesday,4 days,1.92
44953,2013-06-02,2013-06-08,2013,Sunday,6 days,1.92
44954,2014-08-13,2014-08-18,2014,Wednesday,5 days,127.26
44955,2014-02-02,2014-02-07,2014,Sunday,5 days,1.92
44956,2013-06-29,2013-07-03,2013,Saturday,4 days,1.92
44957,2012-12-11,2012-12-13,2012,Tuesday,2 days,77.72
44958,2015-10-17,2015-10-21,2015,Saturday,4 days,1.92
44959,2014-11-06,2014-11-10,2014,Thursday,4 days,56.25
44960,2015-06-27,2015-07-01,2015,Saturday,4 days,24.99
44961,2012-09-04,2012-09-09,2012,Tuesday,5 days,19.39
44962,2012-12-11,2012-12-13,2012,Tuesday,2 days,17.14
44963,2014-08-13,2014-08-18,2014,Wednesday,5 days,12.32
44964,2012-12-21,2012-12-28,2012,Friday,7 days,8.69
44965,2013-02-11,2013-02-17,2013,Monday,6 days,1.92
44966,2015-07-31,2015-08-05,2015,Friday,5 days,1.92
44967,2012-12-20,2012-12-27,2012,Thursday,7 days,1.92
44968,2013-11-14,2013-11-19,2013,Thursday,5 days,1.99
44969,2015-05-09,2015-05-15,2015,Saturday,6 days,1.88
44970,2012-06-06,2012-06-10,2012,Wednesday,4 days,1.88
44971,2015-11-18,2015-11-20,2015,Wednesday,2 days,1.88
44972,2013-12-06,2013-12-11,2013,Friday,5 days,1.88
44973,2012-05-27,2012-06-01,2012,Sunday,5 days,1.89
44974,2014-11-04,2014-11-10,2014,Tuesday,6 days,1.76
44975,2015-11-22,2015-11-26,2015,Sunday,4 days,1.62
44976,2015-08-24,2015-08-27,2015,Monday,3 days,609.44
44977,2014-08-31,2014-09-02,2014,Sunday,2 days,152.11
44978,2015-10-25,2015-10-27,2015,Sunday,2 days,84.78
44979,2014-08-31,2014-09-02,2014,Sunday,2 days,55.88
44980,2015-01-08,2015-01-13,2015,Thursday,5 days,1.88
44981,2013-01-02,2013-01-07,2013,Wednesday,5 days,1.88
44982,2012-11-22,2012-11-25,2012,Thursday,3 days,1.88
44983,2013-11-13,2013-11-19,2013,Wednesday,6 days,1.88
44984,2013-05-24,2013-05-29,2013,Friday,5 days,1.88
44985,2013-11-13,2013-11-17,2013,Wednesday,4 days,54.03
44986,2014-08-31,2014-09-02,2014,Sunday,2 days,28.68
44987,2015-05-02,2015-05-06,2015,Saturday,4 days,1.88
44988,2015-12-03,2015-12-07,2015,Thursday,4 days,1.88
44989,2013-12-18,2013-12-23,2013,Wednesday,5 days,1.88
44990,2015-10-22,2015-10-27,2015,Thursday,5 days,1.88
44991,2015-08-22,2015-08-27,2015,Saturday,5 days,1.88
44992,2013-01-22,2013-01-26,2013,Tuesday,4 days,1.88
44993,2014-10-05,2014-10-11,2014,Sunday,6 days,1.88
44994,2013-12-21,2013-12-26,2013,Saturday,5 days,1.88
44995,2014-08-16,2014-08-20,2014,Saturday,4 days,1.88
44996,2012-06-14,2012-06-17,2012,Thursday,3 days,1.84
44997,2015-03-22,2015-03-26,2015,Sunday,4 days,1.74
44998,2014-08-09,2014-08-11,2014,Saturday,2 days,1.84
44999,2014-05-10,2014-05-14,2014,Saturday,4 days,1.64
45000,2015-03-22,2015-03-26,2015,Sunday,4 days,1.33
45001,2012-02-10,2012-02-15,2012,Friday,5 days,1.84
45002,2015-11-12,2015-11-16,2015,Thursday,4 days,1.84
45003,2015-04-05,2015-04-09,2015,Sunday,4 days,1.84
45004,2015-10-03,2015-10-09,2015,Saturday,6 days,127.15
45005,2013-11-11,2013-11-16,2013,Monday,5 days,1.84
45006,2014-02-22,2014-02-28,2014,Saturday,6 days,30.04
45007,2013-11-15,2013-11-20,2013,Friday,5 days,1.84
45008,2014-11-08,2014-11-11,2014,Saturday,3 days,1.84
45009,2015-02-12,2015-02-12,2015,Thursday,0 days,1.84
45010,2015-09-03,2015-09-05,2015,Thursday,2 days,1.84
45011,2013-06-11,2013-06-17,2013,Tuesday,6 days,1.84
45012,2015-06-24,2015-06-30,2015,Wednesday,6 days,1.84
45013,2012-07-11,2012-07-15,2012,Wednesday,4 days,21.81
45014,2015-08-12,2015-08-18,2015,Wednesday,6 days,1.84
45015,2012-06-07,2012-06-11,2012,Thursday,4 days,1.84
45016,2015-10-03,2015-10-09,2015,Saturday,6 days,20.06
45017,2014-03-12,2014-03-17,2014,Wednesday,5 days,1.84
45018,2015-03-12,2015-03-18,2015,Thursday,6 days,1.839
45019,2015-12-27,2015-12-30,2015,Sunday,3 days,1.838
45020,2015-11-22,2015-11-24,2015,Sunday,2 days,1.836
45021,2015-07-30,2015-07-30,2015,Thursday,0 days,1.836
45022,2015-12-04,2015-12-10,2015,Friday,6 days,1.835
45023,2014-12-17,2014-12-24,2014,Wednesday,7 days,47.09
45024,2014-05-15,2014-05-20,2014,Thursday,5 days,1.81
45025,2015-11-10,2015-11-15,2015,Tuesday,5 days,1.81
45026,2014-12-15,2014-12-20,2014,Monday,5 days,30.81
45027,2013-04-27,2013-05-03,2013,Saturday,6 days,1.81
45028,2015-11-11,2015-11-15,2015,Wednesday,4 days,1.81
45029,2015-03-10,2015-03-14,2015,Tuesday,4 days,1.81
45030,2014-11-18,2014-11-22,2014,Tuesday,4 days,1.81
45031,2015-08-19,2015-08-24,2015,Wednesday,5 days,1.81
45032,2013-12-14,2013-12-19,2013,Saturday,5 days,1.81
45033,2012-08-02,2012-08-07,2012,Thursday,5 days,1.81
45034,2014-08-16,2014-08-22,2014,Saturday,6 days,1.81
45035,2014-08-27,2014-08-31,2014,Wednesday,4 days,1.81
45036,2013-12-12,2013-12-17,2013,Thursday,5 days,1.81
45037,2015-08-18,2015-08-22,2015,Tuesday,4 days,1.81
45038,2012-07-31,2012-08-04,2012,Tuesday,4 days,1.81
45039,2014-09-06,2014-09-08,2014,Saturday,2 days,12.31
45040,2012-09-15,2012-09-19,2012,Saturday,4 days,1.81
45041,2015-09-24,2015-09-28,2015,Thursday,4 days,1.81
45042,2015-08-16,2015-08-20,2015,Sunday,4 days,1.81
45043,2014-09-06,2014-09-08,2014,Saturday,2 days,11.71
45044,2014-04-17,2014-04-23,2014,Thursday,6 days,10.97
45045,2014-09-25,2014-10-02,2014,Thursday,7 days,10.83
45046,2014-09-06,2014-09-08,2014,Saturday,2 days,8.18
45047,2014-06-07,2014-06-09,2014,Saturday,2 days,1.81
45048,2015-12-25,2015-12-27,2015,Friday,2 days,1.81
45049,2015-05-08,2015-05-15,2015,Friday,7 days,1.81
45050,2012-12-21,2012-12-27,2012,Friday,6 days,1.92
45051,2012-11-27,2012-11-28,2012,Tuesday,1 days,1.92
45052,2012-12-21,2012-12-28,2012,Friday,7 days,6.88
45053,2014-11-01,2014-11-05,2014,Saturday,4 days,1.92
45054,2015-08-15,2015-08-17,2015,Saturday,2 days,2.26
45055,2015-08-15,2015-08-17,2015,Saturday,2 days,1.83
45056,2012-12-21,2012-12-28,2012,Friday,7 days,1.79
45057,2014-11-16,2014-11-16,2014,Sunday,0 days,86.69
45058,2014-08-06,2014-08-08,2014,Wednesday,2 days,1.92
45059,2013-08-08,2013-08-13,2013,Thursday,5 days,1.92
45060,2012-12-01,2012-12-06,2012,Saturday,5 days,24.45
45061,2012-12-01,2012-12-06,2012,Saturday,5 days,13.24
45062,2012-12-01,2012-12-06,2012,Saturday,5 days,10.44
45063,2015-08-11,2015-08-17,2015,Tuesday,6 days,1.92
45064,2012-09-12,2012-09-16,2012,Wednesday,4 days,9.65
45065,2014-02-28,2014-02-28,2014,Friday,0 days,1.92
45066,2013-06-09,2013-06-16,2013,Sunday,7 days,1.92
45067,2013-06-14,2013-06-18,2013,Friday,4 days,1.92
45068,2015-11-11,2015-11-16,2015,Wednesday,5 days,1.92
45069,2014-03-02,2014-03-09,2014,Sunday,7 days,9.36
45070,2014-06-19,2014-06-24,2014,Thursday,5 days,1.92
45071,2015-11-25,2015-11-29,2015,Wednesday,4 days,1.92
45072,2015-08-20,2015-08-22,2015,Thursday,2 days,1.92
45073,2014-03-12,2014-03-14,2014,Wednesday,2 days,8.16
45074,2014-09-16,2014-09-20,2014,Tuesday,4 days,1.92
45075,2013-08-13,2013-08-20,2013,Tuesday,7 days,4.66
45076,2013-09-18,2013-09-21,2013,Wednesday,3 days,1.92
45077,2012-11-23,2012-11-30,2012,Friday,7 days,1.92
45078,2013-10-05,2013-10-07,2013,Saturday,2 days,1.88
45079,2014-12-23,2014-12-30,2014,Tuesday,7 days,1.88
45080,2014-05-24,2014-05-28,2014,Saturday,4 days,1.88
45081,2015-05-25,2015-05-29,2015,Monday,4 days,1.88
45082,2013-06-19,2013-06-19,2013,Wednesday,0 days,1.88
45083,2015-12-27,2015-12-31,2015,Sunday,4 days,1.88
45084,2015-08-24,2015-08-27,2015,Monday,3 days,12.44
45085,2013-01-23,2013-01-29,2013,Wednesday,6 days,1.88
45086,2014-08-31,2014-09-02,2014,Sunday,2 days,12.11
45087,2013-05-31,2013-06-02,2013,Friday,2 days,1.88
45088,2015-08-16,2015-08-18,2015,Sunday,2 days,1.88
45089,2014-08-31,2014-09-02,2014,Sunday,2 days,9.59
45090,2015-07-07,2015-07-12,2015,Tuesday,5 days,7.9
45091,2014-12-19,2014-12-24,2014,Friday,5 days,1.88
45092,2015-08-24,2015-08-27,2015,Monday,3 days,6.15
45093,2013-05-01,2013-05-06,2013,Wednesday,5 days,5.55
45094,2012-01-26,2012-01-31,2012,Thursday,5 days,1.88
45095,2015-09-18,2015-09-23,2015,Friday,5 days,1.88
45096,2012-06-01,2012-06-06,2012,Friday,5 days,1.88
45097,2012-11-01,2012-11-06,2012,Thursday,5 days,4.83
45098,2014-10-15,2014-10-19,2014,Wednesday,4 days,1.88
45099,2015-05-13,2015-05-17,2015,Wednesday,4 days,1.88
45100,2015-05-27,2015-05-31,2015,Wednesday,4 days,1.88
45101,2013-04-27,2013-05-04,2013,Saturday,7 days,1.88
45102,2014-05-04,2014-05-06,2014,Sunday,2 days,1.88
45103,2015-06-05,2015-06-05,2015,Friday,0 days,1.88
45104,2015-12-27,2016-01-02,2015,Sunday,6 days,4.23
45105,2015-10-23,2015-10-29,2015,Friday,6 days,1.835
45106,2014-11-15,2014-11-19,2014,Saturday,4 days,1.835
45107,2015-10-28,2015-11-04,2015,Wednesday,7 days,1.834
45108,2014-03-28,2014-04-04,2014,Friday,7 days,1.834
45109,2014-10-17,2014-10-19,2014,Friday,2 days,1.834
45110,2012-07-22,2012-07-25,2012,Sunday,3 days,1.833
45111,2015-10-11,2015-10-16,2015,Sunday,5 days,1.83
45112,2015-12-04,2015-12-11,2015,Friday,7 days,1.83
45113,2015-04-22,2015-04-26,2015,Wednesday,4 days,1.83
45114,2012-07-31,2012-08-06,2012,Tuesday,6 days,1.83
45115,2012-12-11,2012-12-17,2012,Tuesday,6 days,1.83
45116,2014-07-10,2014-07-14,2014,Thursday,4 days,1.83
45117,2014-07-29,2014-08-04,2014,Tuesday,6 days,1.83
45118,2012-08-01,2012-08-03,2012,Wednesday,2 days,1.83
45119,2014-12-10,2014-12-15,2014,Wednesday,5 days,1.83
45120,2014-12-20,2014-12-21,2014,Saturday,1 days,1.83
45121,2015-04-17,2015-04-21,2015,Friday,4 days,1.83
45122,2014-08-20,2014-08-24,2014,Wednesday,4 days,1.83
45123,2015-02-28,2015-03-04,2015,Saturday,4 days,1.83
45124,2014-08-14,2014-08-19,2014,Thursday,5 days,1.83
45125,2015-01-13,2015-01-16,2015,Tuesday,3 days,1.83
45126,2014-06-15,2014-06-18,2014,Sunday,3 days,6.88
45127,2015-03-12,2015-03-16,2015,Thursday,4 days,3.2
45128,2015-06-03,2015-06-09,2015,Wednesday,6 days,1.83
45129,2012-07-11,2012-07-15,2012,Wednesday,4 days,2.3
45130,2012-07-11,2012-07-15,2012,Wednesday,4 days,1.96
45131,2012-11-01,2012-11-06,2012,Thursday,5 days,1.83
45132,2015-09-23,2015-09-28,2015,Wednesday,5 days,1.96
45133,2015-02-07,2015-02-13,2015,Saturday,6 days,1.8
45134,2012-03-08,2012-03-11,2012,Thursday,3 days,1.8
45135,2015-09-23,2015-09-28,2015,Wednesday,5 days,1.2
45136,2014-07-24,2014-07-29,2014,Thursday,5 days,1.8
45137,2013-09-17,2013-09-23,2013,Tuesday,6 days,122.58
45138,2013-04-07,2013-04-11,2013,Sunday,4 days,40.02
45139,2012-01-01,2012-01-08,2012,Sunday,7 days,1.8
45140,2013-06-15,2013-06-20,2013,Saturday,5 days,33.59
45141,2015-11-29,2015-11-30,2015,Sunday,1 days,1.8
45142,2012-12-01,2012-12-07,2012,Saturday,6 days,1.8
45143,2014-12-25,2015-01-01,2014,Thursday,7 days,1.8
45144,2013-04-07,2013-04-11,2013,Sunday,4 days,30.09
45145,2013-09-17,2013-09-23,2013,Tuesday,6 days,25.95
45146,2012-01-03,2012-01-07,2012,Tuesday,4 days,1.8
45147,2014-11-13,2014-11-19,2014,Thursday,6 days,16.17
45148,2015-08-14,2015-08-20,2015,Friday,6 days,1.8
45149,2013-04-27,2013-05-01,2013,Saturday,4 days,1.8
45150,2014-09-20,2014-09-24,2014,Saturday,4 days,1.8
45151,2015-05-21,2015-05-27,2015,Thursday,6 days,1.8
45152,2013-06-15,2013-06-20,2013,Saturday,5 days,14.91
45153,2013-09-17,2013-09-23,2013,Tuesday,6 days,14.13
45154,2014-08-19,2014-08-23,2014,Tuesday,4 days,1.8
45155,2015-03-06,2015-03-10,2015,Friday,4 days,1.8
45156,2013-09-17,2013-09-23,2013,Tuesday,6 days,12.26
45157,2013-09-17,2013-09-23,2013,Tuesday,6 days,8.9
45158,2013-05-22,2013-05-22,2013,Wednesday,0 days,1.8
45159,2013-04-20,2013-04-20,2013,Saturday,0 days,1.8
45160,2013-05-17,2013-05-21,2013,Friday,4 days,4.2
45161,2012-11-03,2012-11-07,2012,Saturday,4 days,2.82
45162,2013-07-30,2013-08-06,2013,Tuesday,7 days,1.92
45163,2012-12-01,2012-12-06,2012,Saturday,5 days,2.37
45164,2013-05-07,2013-05-07,2013,Tuesday,0 days,1.92
45165,2012-09-20,2012-09-24,2012,Thursday,4 days,1.92
45166,2013-05-17,2013-05-21,2013,Friday,4 days,1.95
45167,2012-11-21,2012-11-23,2012,Wednesday,2 days,1.92
45168,2012-06-06,2012-06-10,2012,Wednesday,4 days,1.92
45169,2014-12-10,2014-12-15,2014,Wednesday,5 days,1.92
45170,2014-08-09,2014-08-14,2014,Saturday,5 days,1.92
45171,2013-09-24,2013-09-27,2013,Tuesday,3 days,1.79
45172,2014-08-12,2014-08-19,2014,Tuesday,7 days,1.92
45173,2012-11-03,2012-11-07,2012,Saturday,4 days,1.64
45174,2014-03-12,2014-03-14,2014,Wednesday,2 days,1.3
45175,2013-05-23,2013-05-28,2013,Thursday,5 days,1.92
45176,2015-03-14,2015-03-19,2015,Saturday,5 days,1.92
45177,2014-07-29,2014-07-30,2014,Tuesday,1 days,296.1
45178,2014-08-16,2014-08-22,2014,Saturday,6 days,1.92
45179,2013-06-15,2013-06-19,2013,Saturday,4 days,1.92
45180,2012-11-17,2012-11-22,2012,Saturday,5 days,1.92
45181,2012-08-18,2012-08-23,2012,Saturday,5 days,1.92
45182,2015-12-05,2015-12-07,2015,Saturday,2 days,1.92
45183,2014-06-11,2014-06-16,2014,Wednesday,5 days,65.93
45184,2014-07-29,2014-07-30,2014,Tuesday,1 days,38.69
45185,2015-10-21,2015-10-26,2015,Wednesday,5 days,1.92
45186,2015-10-30,2015-11-03,2015,Friday,4 days,1.92
45187,2014-06-04,2014-06-08,2014,Wednesday,4 days,1.88
45188,2015-07-31,2015-08-03,2015,Friday,3 days,1.88
45189,2015-07-07,2015-07-13,2015,Tuesday,6 days,1.88
45190,2012-12-06,2012-12-12,2012,Thursday,6 days,4.03
45191,2015-12-10,2015-12-12,2015,Thursday,2 days,1.88
45192,2015-01-29,2015-01-29,2015,Thursday,0 days,1.88
45193,2014-07-02,2014-07-07,2014,Wednesday,5 days,1.88
45194,2013-09-05,2013-09-10,2013,Thursday,5 days,1.88
45195,2012-10-05,2012-10-11,2012,Friday,6 days,1.88
45196,2013-11-23,2013-11-29,2013,Saturday,6 days,1.88
45197,2012-12-01,2012-12-02,2012,Saturday,1 days,1.88
45198,2013-05-01,2013-05-06,2013,Wednesday,5 days,3.61
45199,2015-10-04,2015-10-10,2015,Sunday,6 days,1.6
45200,2015-08-24,2015-08-27,2015,Monday,3 days,1.45
45201,2015-11-20,2015-11-26,2015,Friday,6 days,1.879
45202,2014-08-16,2014-08-22,2014,Saturday,6 days,1.879
45203,2015-11-23,2015-11-27,2015,Monday,4 days,1.878
45204,2015-08-08,2015-08-12,2015,Saturday,4 days,1.877
45205,2013-09-25,2013-10-01,2013,Wednesday,6 days,1.877
45206,2012-04-25,2012-04-27,2012,Wednesday,2 days,1.875
45207,2015-07-21,2015-07-26,2015,Tuesday,5 days,1.875
45208,2014-11-19,2014-11-23,2014,Wednesday,4 days,1.875
45209,2015-01-14,2015-01-19,2015,Wednesday,5 days,1.875
45210,2014-11-27,2014-12-03,2014,Thursday,6 days,1.875
45211,2014-04-08,2014-04-13,2014,Tuesday,5 days,1.875
45212,2015-06-11,2015-06-16,2015,Thursday,5 days,1.875
45213,2012-06-29,2012-07-03,2012,Friday,4 days,1.874
45214,2014-11-18,2014-11-20,2014,Tuesday,2 days,1.874
45215,2015-01-10,2015-01-15,2015,Saturday,5 days,1.83
45216,2013-05-01,2013-05-03,2013,Wednesday,2 days,1.83
45217,2015-07-06,2015-07-10,2015,Monday,4 days,1.83
45218,2014-06-15,2014-06-18,2014,Sunday,3 days,1.8
45219,2015-05-08,2015-05-13,2015,Friday,5 days,1.83
45220,2014-06-15,2014-06-18,2014,Sunday,3 days,1.61
45221,2013-03-14,2013-03-20,2013,Thursday,6 days,1.83
45222,2012-10-14,2012-10-19,2012,Sunday,5 days,1.83
45223,2015-03-12,2015-03-16,2015,Thursday,4 days,1.6
45224,2012-07-11,2012-07-15,2012,Wednesday,4 days,1.18
45225,2015-12-15,2015-12-19,2015,Tuesday,4 days,1.83
45226,2014-06-15,2014-06-18,2014,Sunday,3 days,1.12
45227,2014-06-19,2014-06-24,2014,Thursday,5 days,1.83
45228,2013-12-21,2013-12-26,2013,Saturday,5 days,1.83
45229,2013-08-01,2013-08-07,2013,Thursday,6 days,53.69
45230,2012-02-02,2012-02-05,2012,Thursday,3 days,1.83
45231,2012-04-07,2012-04-12,2012,Saturday,5 days,8.46
45232,2013-04-22,2013-04-27,2013,Monday,5 days,1.83
45233,2012-09-27,2012-09-29,2012,Thursday,2 days,1.83
45234,2013-04-02,2013-04-07,2013,Tuesday,5 days,6.05
45235,2013-08-01,2013-08-07,2013,Thursday,6 days,1.33
45236,2015-11-12,2015-11-16,2015,Thursday,4 days,1.83
45237,2013-01-23,2013-01-29,2013,Wednesday,6 days,1.83
45238,2013-02-19,2013-02-23,2013,Tuesday,4 days,1.83
45239,2015-05-15,2015-05-15,2015,Friday,0 days,309.52
45240,2012-08-14,2012-08-20,2012,Tuesday,6 days,1.83
45241,2012-04-26,2012-05-01,2012,Thursday,5 days,1.83
45242,2013-07-18,2013-07-20,2013,Thursday,2 days,20.19
45243,2012-11-28,2012-12-05,2012,Wednesday,7 days,1.32
45244,2015-11-14,2015-11-18,2015,Saturday,4 days,1.79
45245,2015-05-19,2015-05-23,2015,Tuesday,4 days,1.79
45246,2014-06-18,2014-06-21,2014,Wednesday,3 days,1.79
45247,2014-07-01,2014-07-03,2014,Tuesday,2 days,254.77
45248,2013-01-16,2013-01-22,2013,Wednesday,6 days,1.79
45249,2014-04-04,2014-04-07,2014,Friday,3 days,1.79
45250,2012-02-14,2012-02-19,2012,Tuesday,5 days,1.79
45251,2015-06-18,2015-06-22,2015,Thursday,4 days,28.25
45252,2012-09-19,2012-09-24,2012,Wednesday,5 days,22.53
45253,2014-11-10,2014-11-15,2014,Monday,5 days,17.47
45254,2012-06-01,2012-06-06,2012,Friday,5 days,1.79
45255,2013-08-27,2013-09-01,2013,Tuesday,5 days,9.14
45256,2013-09-26,2013-09-30,2013,Thursday,4 days,7.14
45257,2014-07-01,2014-07-03,2014,Tuesday,2 days,6.07
45258,2015-01-25,2015-01-29,2015,Sunday,4 days,1.79
45259,2014-11-11,2014-11-17,2014,Tuesday,6 days,1.79
45260,2015-02-22,2015-02-26,2015,Sunday,4 days,1.79
45261,2013-05-30,2013-06-03,2013,Thursday,4 days,1.79
45262,2013-08-27,2013-09-01,2013,Tuesday,5 days,1.96
45263,2015-06-18,2015-06-22,2015,Thursday,4 days,1.76
45264,2013-08-27,2013-09-01,2013,Tuesday,5 days,1.1
45265,2013-03-19,2013-03-21,2013,Tuesday,2 days,1.79
45266,2014-06-13,2014-06-15,2014,Friday,2 days,189.34
45267,2015-09-10,2015-09-14,2015,Thursday,4 days,1.79
45268,2015-07-24,2015-07-25,2015,Friday,1 days,142.18
45269,2015-11-28,2015-12-03,2015,Saturday,5 days,1.79
45270,2014-10-16,2014-10-17,2014,Thursday,1 days,1.79
45271,2015-11-07,2015-11-10,2015,Saturday,3 days,1.92
45272,2015-03-05,2015-03-09,2015,Thursday,4 days,1.92
45273,2015-10-27,2015-11-02,2015,Tuesday,6 days,21.14
45274,2015-09-20,2015-09-24,2015,Sunday,4 days,1.92
45275,2015-10-27,2015-11-02,2015,Tuesday,6 days,17.88
45276,2013-12-01,2013-12-06,2013,Sunday,5 days,1.917
45277,2013-03-26,2013-03-29,2013,Tuesday,3 days,1.917
45278,2012-09-05,2012-09-10,2012,Wednesday,5 days,1.915
45279,2015-06-24,2015-06-27,2015,Wednesday,3 days,1.915
45280,2014-05-06,2014-05-10,2014,Tuesday,4 days,1.915
45281,2013-01-27,2013-02-03,2013,Sunday,7 days,1.914
45282,2012-09-23,2012-09-27,2012,Sunday,4 days,1.914
45283,2014-03-30,2014-04-04,2014,Sunday,5 days,1.913
45284,2015-09-26,2015-10-02,2015,Saturday,6 days,1.913
45285,2013-07-28,2013-08-01,2013,Sunday,4 days,1.913
45286,2015-11-17,2015-11-24,2015,Tuesday,7 days,1.912
45287,2012-10-06,2012-10-09,2012,Saturday,3 days,1.912
45288,2014-10-23,2014-10-27,2014,Thursday,4 days,1.912
45289,2013-09-15,2013-09-21,2013,Sunday,6 days,1.911
45290,2013-11-16,2013-11-17,2013,Saturday,1 days,1.91
45291,2013-11-13,2013-11-13,2013,Wednesday,0 days,1.91
45292,2012-06-13,2012-06-16,2012,Wednesday,3 days,1.91
45293,2015-09-26,2015-10-02,2015,Saturday,6 days,1.91
45294,2015-09-08,2015-09-10,2015,Tuesday,2 days,1.91
45295,2014-08-05,2014-08-10,2014,Tuesday,5 days,1.91
45296,2015-05-07,2015-05-11,2015,Thursday,4 days,1.91
45297,2014-06-20,2014-06-27,2014,Friday,7 days,1.91
45298,2015-07-09,2015-07-14,2015,Thursday,5 days,1.91
45299,2014-08-09,2014-08-14,2014,Saturday,5 days,1.872
45300,2015-10-10,2015-10-15,2015,Saturday,5 days,1.871
45301,2014-09-19,2014-09-21,2014,Friday,2 days,1.87
45302,2014-08-05,2014-08-10,2014,Tuesday,5 days,1.87
45303,2012-06-01,2012-06-06,2012,Friday,5 days,1.87
45304,2013-05-01,2013-05-06,2013,Wednesday,5 days,1.42
45305,2015-10-13,2015-10-13,2015,Tuesday,0 days,1.87
45306,2015-08-06,2015-08-09,2015,Thursday,3 days,1.87
45307,2015-10-04,2015-10-10,2015,Sunday,6 days,1.41
45308,2014-09-19,2014-09-23,2014,Friday,4 days,1.41
45309,2014-09-20,2014-09-25,2014,Saturday,5 days,1.87
45310,2015-08-24,2015-08-27,2015,Monday,3 days,1.14
45311,2015-03-17,2015-03-22,2015,Tuesday,5 days,1.87
45312,2012-09-11,2012-09-16,2012,Tuesday,5 days,1.87
45313,2013-12-01,2013-12-07,2013,Sunday,6 days,1.87
45314,2013-01-17,2013-01-22,2013,Thursday,5 days,1.87
45315,2012-03-22,2012-03-25,2012,Thursday,3 days,79.27
45316,2015-12-31,2016-01-04,2015,Thursday,4 days,38.27
45317,2014-06-16,2014-06-21,2014,Monday,5 days,1.87
45318,2015-12-09,2015-12-13,2015,Wednesday,4 days,1.87
45319,2015-12-23,2015-12-27,2015,Wednesday,4 days,1.87
45320,2015-06-23,2015-06-28,2015,Tuesday,5 days,1.87
45321,2012-03-22,2012-03-25,2012,Thursday,3 days,34.62
45322,2015-04-10,2015-04-14,2015,Friday,4 days,1.87
45323,2015-10-27,2015-10-31,2015,Tuesday,4 days,1.87
45324,2014-09-24,2014-09-30,2014,Wednesday,6 days,1.87
45325,2015-05-29,2015-05-31,2015,Friday,2 days,32.46
45326,2014-03-19,2014-03-23,2014,Wednesday,4 days,1.87
45327,2014-09-26,2014-10-02,2014,Friday,6 days,1.83
45328,2015-03-02,2015-03-06,2015,Monday,4 days,1.83
