PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,ORDER_PRIORITY,BEST_SELLING,QUANTITY,SHIP_MODE
FUR-CH-5757,"SAFCO Chairmat, Black",Furniture,Chairs,Medium,41,2,Standard Class
OFF-EN-4448,"GlobeWeis Manila Envelope, Security-Tint",Office Supplies,Envelopes,Medium,45,2,Second Class
FUR-CH-4670,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,High,36,4,Second Class
FUR-FU-3067,"Advantus Stacking Tray, Erganomic",Furniture,Furnishings,Medium,73,2,Second Class
FUR-TA-3751,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,Medium,17,3,Same Day
OFF-BI-4828,"Ibico Index Tab, Clear",Office Supplies,Binders,Critical,89,2,First Class
OFF-FA-3045,"Advantus Paper Clips, Bulk Pack",Office Supplies,Fasteners,Medium,25,2,Standard Class
OFF-PA-3041,Advantus Motivational Note Cards,Office Supplies,Paper,Critical,8,8,First Class
OFF-AR-3465,"BIC Pens, Easy-Erase",Office Supplies,Art,High,35,3,Standard Class
OFF-PA-6616,"Xerox Message Books, Recycled",Office Supplies,Paper,Medium,21,2,Standard Class
FUR-CH-4524,"Harbour Creations Chairmat, Red",Furniture,Chairs,Medium,79,1,Standard Class
OFF-AR-3526,"Boston Canvas, Easy-Erase",Office Supplies,Art,Medium,30,2,Second Class
TEC-AC-5153,LogitechÂ Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories,High,17,5,First Class
OFF-FA-6205,"Stockwell Thumb Tacks, 12 Pack",Office Supplies,Fasteners,Medium,75,5,Standard Class
OFF-SU-4303,"Fiskars Box Cutter, Easy Grip",Office Supplies,Supplies,Medium,22,2,Standard Class
OFF-PA-4483,"Green Bar Parchment Paper, Premium",Office Supplies,Paper,Low,18,1,Standard Class
OFF-BI-3721,"Cardinal Binder, Durable",Office Supplies,Binders,Medium,46,2,Second Class
OFF-BI-2897,"Acco Binder, Economy",Office Supplies,Binders,Medium,60,2,Standard Class
OFF-LA-3321,"Avery Shipping Labels, Adjustable",Office Supplies,Labels,High,29,2,First Class
OFF-AR-5930,"Sanford Sketch Pad, Blue",Office Supplies,Art,Medium,49,2,Second Class
OFF-PA-6559,Xerox 2,Office Supplies,Paper,Medium,9,4,Standard Class
TEC-AC-5875,"SanDisk Memory Card, USB",Technology,Accessories,High,18,1,Same Day
OFF-PA-4182,"Enermax Parchment Paper, Multicolor",Office Supplies,Paper,Medium,16,2,Standard Class
OFF-BI-4811,"Ibico Binder, Clear",Office Supplies,Binders,Medium,48,2,Standard Class
OFF-BI-3185,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,Medium,25,3,Standard Class
OFF-FA-6204,"Stockwell Staples, Metal",Office Supplies,Fasteners,Medium,62,1,Standard Class
OFF-AR-3461,"BIC Pencil Sharpener, Easy-Erase",Office Supplies,Art,Medium,31,1,Standard Class
OFF-FA-3071,"Advantus Staples, Metal",Office Supplies,Fasteners,Medium,21,2,Standard Class
OFF-FA-6201,"Stockwell Staples, 12 Pack",Office Supplies,Fasteners,Medium,42,2,Standard Class
OFF-ST-4296,"Fellowes Trays, Wire Frame",Office Supplies,Storage,Medium,68,1,Standard Class
OFF-BI-3309,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,Medium,23,4,Standard Class
OFF-BI-4369,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,Binders,Critical,12,6,Second Class
FUR-CH-4409,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,Medium,18,3,Standard Class
OFF-LA-4678,"Hon Removable Labels, 5000 Label Set",Office Supplies,Labels,Medium,18,2,Standard Class
OFF-FA-3061,"Advantus Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,High,22,1,Same Day
OFF-EN-3661,"Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes,Medium,30,1,Standard Class
OFF-SU-6168,"Stiletto Ruler, Easy Grip",Office Supplies,Supplies,Medium,48,6,Standard Class
TEC-CO-5989,Sharp AL-1530CS Digital Copier,Technology,Copiers,Medium,14,7,Standard Class
TEC-AC-4163,"Enermax Memory Card, Bluetooth",Technology,Accessories,Medium,22,1,Standard Class
OFF-FA-3061,"Advantus Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,Medium,22,2,Standard Class
TEC-PH-4897,Jackery Bar Premium Fast-charging Portable Charger,Technology,Phones,Medium,18,6,Standard Class
OFF-EN-5044,"Kraft Peel and Seal, with clear poly window",Office Supplies,Envelopes,Medium,28,2,Standard Class
OFF-ST-4093,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,Medium,25,6,First Class
OFF-PA-3999,"Eaton Message Books, Multicolor",Office Supplies,Paper,Medium,54,2,Standard Class
FUR-FU-3918,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,High,4,3,First Class
OFF-PA-4461,"Green Bar Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,High,53,1,Standard Class
FUR-FU-4228,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,Medium,10,3,Standard Class
FUR-FU-4070,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,Medium,18,4,Same Day
TEC-AC-4171,"Enermax Mouse, Bluetooth",Technology,Accessories,High,50,1,Standard Class
OFF-ST-6295,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage,High,22,4,Second Class
OFF-ST-4263,"Fellowes Folders, Single Width",Office Supplies,Storage,High,39,1,Standard Class
OFF-FA-6203,"Stockwell Staples, Bulk Pack",Office Supplies,Fasteners,Medium,53,5,Standard Class
FUR-TA-3754,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,Medium,15,3,Second Class
OFF-AR-3470,"BIC Sketch Pad, Fluorescent",Office Supplies,Art,High,23,1,Standard Class
FUR-TA-3562,Bretford Rectangular Conference Table Tops,Furniture,Tables,Medium,32,3,Standard Class
OFF-BI-2917,"Acco Index Tab, Clear",Office Supplies,Binders,Medium,64,8,First Class
OFF-AR-3488,"Binney & Smith Markers, Blue",Office Supplies,Art,Medium,47,8,Standard Class
OFF-BI-2895,"Acco Binder, Clear",Office Supplies,Binders,Medium,30,3,Standard Class
OFF-LA-4638,"Hon Color Coded Labels, Adjustable",Office Supplies,Labels,Medium,23,3,Standard Class
OFF-BI-2913,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,Medium,59,5,Standard Class
OFF-BI-4803,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,High,52,4,Standard Class
OFF-BI-2893,"Acco Binder Covers, Economy",Office Supplies,Binders,Medium,65,3,Standard Class
FUR-FU-6259,"Tenex Light Bulb, Durable",Furniture,Furnishings,Medium,27,2,Standard Class
OFF-EN-5033,"Kraft Mailers, Recycled",Office Supplies,Envelopes,High,18,1,First Class
TEC-PH-5257,Motorola L804,Technology,Phones,Critical,19,2,Second Class
OFF-BI-3249,"Avery Binder Covers, Recycled",Office Supplies,Binders,Medium,68,3,Standard Class
OFF-SU-6166,"Stiletto Letter Opener, High Speed",Office Supplies,Supplies,Medium,25,2,Standard Class
OFF-AP-4242,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,Medium,7,4,Standard Class
OFF-LA-4658,"Hon File Folder Labels, Adjustable",Office Supplies,Labels,Medium,32,4,Standard Class
OFF-EN-4433,"GlobeWeis Business Envelopes, Set of 50",Office Supplies,Envelopes,Medium,21,2,Standard Class
OFF-BI-3721,"Cardinal Binder, Durable",Office Supplies,Binders,Medium,46,1,Standard Class
OFF-PA-6602,"Xerox Cards & Envelopes, Premium",Office Supplies,Paper,Medium,50,1,Standard Class
FUR-CH-4420,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,Medium,21,7,Standard Class
OFF-EN-5022,"Kraft Business Envelopes, Recycled",Office Supplies,Envelopes,High,37,3,Standard Class
FUR-BO-3888,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,High,16,2,Same Day
OFF-ST-5422,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage,Medium,20,5,Standard Class
TEC-MA-5490,Okidata B401 Printer,Technology,Machines,High,3,3,First Class
OFF-BI-3251,"Avery Binder, Clear",Office Supplies,Binders,Medium,68,3,Standard Class
OFF-ST-6040,"Smead Folders, Single Width",Office Supplies,Storage,Medium,46,1,Second Class
OFF-PA-4468,"Green Bar Computer Printout Paper, Premium",Office Supplies,Paper,Medium,14,1,Standard Class
OFF-PA-4148,"Enermax Computer Printout Paper, Multicolor",Office Supplies,Paper,Medium,16,3,Standard Class
TEC-MA-4200,Epson Perfection V600 Photo Scanner,Technology,Machines,Medium,3,3,Standard Class
OFF-LA-3300,"Avery Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,Medium,19,1,Standard Class
FUR-BO-4668,"Hon Metal Bookcases, Putty",Furniture,Bookcases,High,15,2,Standard Class
OFF-BI-3733,"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders,Medium,31,3,Standard Class
OFF-FA-6201,"Stockwell Staples, 12 Pack",Office Supplies,Fasteners,Medium,42,2,Second Class
OFF-AR-6121,"Stanley Pens, Blue",Office Supplies,Art,Medium,48,5,Second Class
OFF-BI-6334,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,Medium,10,3,Standard Class
OFF-AR-3545,"Boston Pencil Sharpener, Water Color",Office Supplies,Art,Medium,143,1,Second Class
OFF-BI-2918,"Acco Index Tab, Durable",Office Supplies,Binders,High,44,2,First Class
OFF-FA-5472,"OIC Push Pins, Assorted Sizes",Office Supplies,Fasteners,Medium,23,3,Standard Class
OFF-PA-5677,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,Medium,3,3,Standard Class
OFF-EN-4434,"GlobeWeis Business Envelopes, with clear poly window",Office Supplies,Envelopes,Medium,11,2,Standard Class
OFF-BI-4828,"Ibico Index Tab, Clear",Office Supplies,Binders,Medium,89,2,Standard Class
OFF-BI-2925,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,Medium,35,4,Standard Class
OFF-AR-3492,"Binney & Smith Pencil Sharpener, Easy-Erase",Office Supplies,Art,Medium,58,1,Standard Class
OFF-LA-3220,Avery 5,Office Supplies,Labels,High,2,2,First Class
TEC-PH-6348,VTech DS6151,Technology,Phones,High,18,6,Standard Class
OFF-EN-5043,"Kraft Peel and Seal, Set of 50",Office Supplies,Envelopes,High,19,1,Standard Class
OFF-EN-4451,"GlobeWeis Peel and Seal, Recycled",Office Supplies,Envelopes,Medium,13,4,Standard Class
OFF-ST-6023,"Smead Box, Blue",Office Supplies,Storage,Medium,40,5,Standard Class
OFF-SU-4311,"Fiskars Ruler, Easy Grip",Office Supplies,Supplies,Medium,14,4,Standard Class
FUR-BO-3621,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,Medium,27,2,Standard Class
FUR-TA-3435,"Bevis Training Table, Adjustable Height",Furniture,Tables,Medium,22,4,First Class
FUR-TA-3753,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,Medium,17,1,Standard Class
OFF-BI-6397,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,Medium,45,9,Standard Class
OFF-PA-6507,Xerox 1951,Office Supplies,Paper,High,17,2,Standard Class
OFF-PA-6592,Xerox 228,Office Supplies,Paper,Medium,11,6,Standard Class
OFF-BI-2892,"Acco Binder Covers, Durable",Office Supplies,Binders,High,39,1,First Class
OFF-LA-5375,"Novimex Color Coded Labels, Adjustable",Office Supplies,Labels,High,6,1,Second Class
OFF-BI-4345,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,Medium,40,2,First Class
OFF-AR-5925,"Sanford Pens, Easy-Erase",Office Supplies,Art,Medium,65,6,Standard Class
FUR-CH-4397,Global Comet Stacking Armless Chair,Furniture,Chairs,High,12,3,Second Class
TEC-CO-3682,"Canon Fax and Copier, Color",Technology,Copiers,Medium,18,2,Standard Class
FUR-FU-5731,"Rubbermaid Light Bulb, Black",Furniture,Furnishings,Low,17,1,Standard Class
OFF-AR-3467,"BIC Pens, Water Color",Office Supplies,Art,Medium,61,2,Standard Class
OFF-EN-5027,"Kraft Clasp Envelope, Set of 50",Office Supplies,Envelopes,Medium,28,1,Standard Class
OFF-ST-6023,"Smead Box, Blue",Office Supplies,Storage,Medium,40,2,Standard Class
TEC-AC-5099,"Logitech Flash Drive, Bluetooth",Technology,Accessories,Medium,24,1,Standard Class
OFF-SU-4133,"Elite Shears, Serrated",Office Supplies,Supplies,Low,32,1,Standard Class
OFF-BI-3718,"Cardinal Binder Covers, Economy",Office Supplies,Binders,Medium,44,1,Standard Class
OFF-PA-5274,Multicolor Computer Printout Paper,Office Supplies,Paper,High,17,5,Standard Class
OFF-AR-3555,"Boston Sketch Pad, Water Color",Office Supplies,Art,Medium,74,1,Standard Class
OFF-LA-6050,"Smead Removable Labels, 5000 Label Set",Office Supplies,Labels,Medium,24,2,Standard Class
FUR-CH-5755,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,Medium,22,13,Standard Class
OFF-ST-4284,"Fellowes Shelving, Single Width",Office Supplies,Storage,Medium,65,1,Standard Class
OFF-ST-5689,"Rogers Box, Wire Frame",Office Supplies,Storage,Medium,30,2,Standard Class
OFF-BI-3722,"Cardinal Binder, Economy",Office Supplies,Binders,Medium,59,1,Standard Class
OFF-EN-3658,"Cameo Clasp Envelope, Security-Tint",Office Supplies,Envelopes,Medium,33,3,Standard Class
OFF-LA-6035,"Smead File Folder Labels, Adjustable",Office Supplies,Labels,High,41,3,Standard Class
OFF-AR-3533,"Boston Highlighters, Fluorescent",Office Supplies,Art,Medium,39,1,Standard Class
FUR-BO-5810,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,Medium,14,8,First Class
OFF-EN-2848,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,High,20,5,Standard Class
OFF-SU-4125,"Elite Ruler, Serrated",Office Supplies,Supplies,Medium,5,3,Standard Class
OFF-EN-5044,"Kraft Peel and Seal, with clear poly window",Office Supplies,Envelopes,Medium,28,4,Standard Class
OFF-LA-5391,"Novimex Removable Labels, 5000 Label Set",Office Supplies,Labels,Medium,15,6,Standard Class
FUR-CH-5369,"Novimex Bag Chairs, Set of Two",Furniture,Chairs,Medium,37,1,Standard Class
OFF-BI-4837,Ibico Standard Transparent Covers,Office Supplies,Binders,High,15,3,First Class
OFF-AR-5288,Newell 311,Office Supplies,Art,High,20,2,Second Class
OFF-PA-4005,"Eaton Parchment Paper, 8.5 x 11",Office Supplies,Paper,Low,15,1,Standard Class
TEC-PH-4896,Jabra Supreme Plus Driver EditionÂ Headset,Technology,Phones,High,22,9,Same Day
TEC-AC-5102,"Logitech Flash Drive, USB",Technology,Accessories,High,43,1,Second Class
OFF-FA-6203,"Stockwell Staples, Bulk Pack",Office Supplies,Fasteners,High,53,2,First Class
FUR-FU-5731,"Rubbermaid Light Bulb, Black",Furniture,Furnishings,Medium,17,1,Second Class
OFF-EN-5031,"Kraft Interoffice Envelope, Set of 50",Office Supplies,Envelopes,Medium,31,5,Second Class
OFF-BI-6381,"Wilson Jones Binder, Recycled",Office Supplies,Binders,Medium,54,5,Standard Class
OFF-LA-3262,"Avery Color Coded Labels, Alphabetical",Office Supplies,Labels,High,30,1,First Class
OFF-BI-3289,"Avery Hole Reinforcements, Clear",Office Supplies,Binders,Medium,53,6,Standard Class
TEC-PH-4997,Konftel 250 ConferenceÂ phoneÂ - Charcoal black,Technology,Phones,High,7,1,Second Class
OFF-SU-6160,"Stiletto Box Cutter, Easy Grip",Office Supplies,Supplies,Medium,31,1,Standard Class
OFF-BI-3716,"Cardinal Binder Covers, Clear",Office Supplies,Binders,Medium,41,2,Standard Class
OFF-FA-6129,Staples,Office Supplies,Fasteners,Medium,399,4,Standard Class
OFF-ST-6065,"Smead Trays, Blue",Office Supplies,Storage,Medium,94,1,Standard Class
OFF-FA-2945,"Accos Paper Clips, Bulk Pack",Office Supplies,Fasteners,High,9,2,Standard Class
OFF-BI-4276,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,High,27,6,First Class
OFF-SU-2996,"Acme Shears, Steel",Office Supplies,Supplies,Medium,14,1,Standard Class
OFF-ST-3058,Advantus Rolling Drawer Organizers,Office Supplies,Storage,High,25,3,First Class
OFF-AR-5905,"Sanford Canvas, Water Color",Office Supplies,Art,Medium,61,2,First Class
OFF-FA-5464,"OIC Clamps, Bulk Pack",Office Supplies,Fasteners,Medium,43,1,Standard Class
TEC-AC-5208,Memorex Micro Travel Drive 32 GB,Technology,Accessories,High,7,2,Second Class
OFF-BI-4346,GBC Imprintable Covers,Office Supplies,Binders,High,16,3,Second Class
OFF-PA-6577,Xerox 214,Office Supplies,Paper,High,9,3,Standard Class
OFF-PA-4470,"Green Bar Memo Slips, 8.5 x 11",Office Supplies,Paper,Medium,19,1,Second Class
OFF-BI-3738,"Cardinal Index Tab, Durable",Office Supplies,Binders,Medium,46,4,Second Class
OFF-FA-2949,"Accos Push Pins, Bulk Pack",Office Supplies,Fasteners,High,22,1,First Class
OFF-BI-2917,"Acco Index Tab, Clear",Office Supplies,Binders,High,64,2,Same Day
OFF-AR-3532,"Boston Highlighters, Easy-Erase",Office Supplies,Art,Medium,45,2,Second Class
OFF-EN-5027,"Kraft Clasp Envelope, Set of 50",Office Supplies,Envelopes,Medium,28,2,Standard Class
OFF-BI-4359,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,Critical,20,1,First Class
TEC-PH-5254,"Motorola Headset, with Caller ID",Technology,Phones,Medium,56,2,Standard Class
OFF-PA-6466,Xerox 1914,Office Supplies,Paper,Critical,11,4,First Class
OFF-ST-6282,"Tenex Trays, Industrial",Office Supplies,Storage,Low,78,2,Standard Class
OFF-LA-5376,"Novimex Color Coded Labels, Alphabetical",Office Supplies,Labels,Medium,23,3,Standard Class
OFF-ST-6089,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,High,18,2,Standard Class
TEC-AC-5148,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,High,7,2,Standard Class
OFF-BI-5046,Large Capacity Hanging Post Binders,Office Supplies,Binders,High,13,2,Standard Class
OFF-AR-5926,"Sanford Pens, Fluorescent",Office Supplies,Art,Medium,26,1,Second Class
FUR-FU-3038,"Advantus Light Bulb, Durable",Furniture,Furnishings,Medium,31,2,Standard Class
OFF-SU-2984,"Acme Ruler, Easy Grip",Office Supplies,Supplies,Medium,7,2,Standard Class
OFF-PA-6517,Xerox 1960,Office Supplies,Paper,Critical,22,3,Second Class
OFF-FA-6202,"Stockwell Staples, Assorted Sizes",Office Supplies,Fasteners,Medium,42,3,Second Class
OFF-BI-2896,"Acco Binder, Durable",Office Supplies,Binders,Medium,39,1,Standard Class
OFF-AR-5923,"Sanford Pencil Sharpener, Water Color",Office Supplies,Art,Medium,145,4,Second Class
FUR-FU-3028,"Advantus Door Stop, Duo Pack",Furniture,Furnishings,Medium,15,2,Second Class
OFF-EN-4925,"Jiffy Peel and Seal, Set of 50",Office Supplies,Envelopes,Medium,30,2,Standard Class
OFF-LA-3321,"Avery Shipping Labels, Adjustable",Office Supplies,Labels,Medium,29,3,Standard Class
OFF-PA-6499,Xerox 1944,Office Supplies,Paper,Low,9,3,Standard Class
OFF-BI-3293,"Avery Index Tab, Clear",Office Supplies,Binders,Medium,28,4,Standard Class
OFF-BI-3715,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,Medium,65,1,Second Class
TEC-AC-5100,"Logitech Flash Drive, Erganomic",Technology,Accessories,Medium,22,1,Standard Class
OFF-LA-4693,"Hon Shipping Labels, 5000 Label Set",Office Supplies,Labels,Medium,17,2,Second Class
OFF-ST-5696,"Rogers Folders, Single Width",Office Supplies,Storage,Medium,33,2,Standard Class
OFF-ST-4296,"Fellowes Trays, Wire Frame",Office Supplies,Storage,Medium,68,2,Standard Class
OFF-BI-4354,GBC Poly Designer Binding Covers,Office Supplies,Binders,Medium,11,3,Standard Class
OFF-BI-4368,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,Critical,11,1,First Class
OFF-FA-2951,"Accos Rubber Bands, 12 Pack",Office Supplies,Fasteners,Medium,34,3,Standard Class
OFF-EN-5028,"Kraft Clasp Envelope, with clear poly window",Office Supplies,Envelopes,High,41,1,Standard Class
OFF-BI-4807,"Ibico Binder Covers, Clear",Office Supplies,Binders,High,43,5,Standard Class
OFF-BI-2882,"Acco 3-Hole Punch, Durable",Office Supplies,Binders,High,94,1,Standard Class
OFF-EN-3669,"Cameo Manila Envelope, Recycled",Office Supplies,Envelopes,Medium,39,1,Standard Class
TEC-PH-3814,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,Medium,11,2,Standard Class
OFF-PA-6532,Xerox 1975,Office Supplies,Paper,Low,4,2,Standard Class
OFF-SU-4989,"Kleencut Shears, Easy Grip",Office Supplies,Supplies,Medium,26,1,Standard Class
OFF-AR-3498,"Binney & Smith Pens, Water Color",Office Supplies,Art,Medium,37,1,First Class
FUR-FU-6099,Stackable Trays,Furniture,Furnishings,High,9,5,Second Class
OFF-SU-4130,"Elite Scissors, Steel",Office Supplies,Supplies,Medium,36,3,Standard Class
TEC-AC-5600,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,Medium,30,3,Standard Class
OFF-LA-6036,"Smead File Folder Labels, Alphabetical",Office Supplies,Labels,Medium,31,4,Standard Class
OFF-FA-5487,"OIC Thumb Tacks, Metal",Office Supplies,Fasteners,Medium,35,1,Standard Class
OFF-ST-4261,"Fellowes Folders, Blue",Office Supplies,Storage,Medium,58,2,Standard Class
TEC-PH-3799,"Cisco Office Telephone, with Caller ID",Technology,Phones,Medium,34,3,First Class
TEC-PH-3161,AT&T 1080 Corded phone,Technology,Phones,Medium,10,2,Standard Class
OFF-FA-6196,"Stockwell Push Pins, Metal",Office Supplies,Fasteners,Medium,50,4,Standard Class
OFF-AR-5913,"Sanford Highlighters, Water Color",Office Supplies,Art,Medium,34,1,Standard Class
OFF-EN-3654,"Cameo Business Envelopes, Recycled",Office Supplies,Envelopes,Medium,50,1,Standard Class
OFF-PA-6554,Xerox 1995,Office Supplies,Paper,High,5,2,Standard Class
OFF-AP-4731,"Hoover Microwave, Red",Office Supplies,Appliances,High,30,2,Second Class
OFF-BI-6400,"Wilson Jones Hole Reinforcements, Recycled",Office Supplies,Binders,High,52,2,First Class
OFF-ST-6289,Tennsco Double-Tier Lockers,Office Supplies,Storage,Low,44,3,Standard Class
OFF-ST-4294,"Fellowes Trays, Industrial",Office Supplies,Storage,Medium,74,4,Standard Class
TEC-PH-4896,Jabra Supreme Plus Driver EditionÂ Headset,Technology,Phones,Medium,22,4,Standard Class
FUR-CH-5426,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,High,19,4,Standard Class
FUR-TA-3428,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,High,9,3,Second Class
TEC-PH-6348,VTech DS6151,Technology,Phones,Medium,18,5,Standard Class
OFF-EN-6326,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,Envelopes,Medium,6,3,Standard Class
OFF-ST-5686,"Rogers Box, Blue",Office Supplies,Storage,Low,75,1,Standard Class
FUR-BO-3978,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,High,8,2,First Class
OFF-PA-4177,"Enermax Note Cards, Premium",Office Supplies,Paper,Medium,64,2,Standard Class
OFF-AR-3538,"Boston Markers, Easy-Erase",Office Supplies,Art,Medium,40,2,Standard Class
OFF-BI-3247,"Avery Binder Covers, Durable",Office Supplies,Binders,High,75,4,Standard Class
OFF-BI-3719,"Cardinal Binder Covers, Recycled",Office Supplies,Binders,Medium,30,3,Standard Class
OFF-AR-3531,"Boston Highlighters, Blue",Office Supplies,Art,High,41,1,Standard Class
TEC-PH-5626,Polycom VVX 310 VoIP phone,Technology,Phones,Medium,33,7,Standard Class
TEC-AC-4870,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,Technology,Accessories,Medium,16,1,Same Day
OFF-LA-4543,"Harbour Creations Removable Labels, Laser Printer Compatible",Office Supplies,Labels,Medium,22,6,Standard Class
OFF-PA-5854,"SanDisk Computer Printout Paper, Recycled",Office Supplies,Paper,Medium,35,4,Second Class
OFF-SU-4976,"Kleencut Box Cutter, Steel",Office Supplies,Supplies,Medium,54,2,Standard Class
TEC-CO-3590,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,Critical,17,2,Same Day
OFF-AR-3460,"BIC Pencil Sharpener, Blue",Office Supplies,Art,Medium,55,2,Standard Class
OFF-ST-4265,Fellowes High-Stak Drawer Files,Office Supplies,Storage,High,14,4,Second Class
TEC-AC-5899,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,High,38,4,First Class
FUR-FU-4043,"Eldon Door Stop, Erganomic",Furniture,Furnishings,High,42,2,Standard Class
OFF-AR-3535,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,Critical,5,2,First Class
OFF-ST-6088,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,Medium,21,2,Standard Class
OFF-FA-3055,"Advantus Push Pins, Assorted Sizes",Office Supplies,Fasteners,Medium,34,4,Standard Class
OFF-ST-5596,"Personal Folder Holder, Ebony",Office Supplies,Storage,High,9,3,Second Class
OFF-FA-3063,"Advantus Rubber Bands, Metal",Office Supplies,Fasteners,Medium,33,1,Second Class
OFF-AR-3853,Crayola Colored Pencils,Office Supplies,Art,Medium,20,1,First Class
OFF-AR-5922,"Sanford Pencil Sharpener, Fluorescent",Office Supplies,Art,Medium,51,3,Standard Class
OFF-ST-6040,"Smead Folders, Single Width",Office Supplies,Storage,Medium,46,5,Second Class
OFF-BI-6400,"Wilson Jones Hole Reinforcements, Recycled",Office Supplies,Binders,Medium,52,4,Second Class
FUR-FU-3036,"Advantus Light Bulb, Black",Furniture,Furnishings,Medium,45,5,Standard Class
OFF-BI-4830,"Ibico Index Tab, Economy",Office Supplies,Binders,Medium,42,9,Second Class
OFF-ST-4251,"Fellowes Box, Industrial",Office Supplies,Storage,Medium,93,2,Standard Class
OFF-ST-4031,"Eldon Box, Wire Frame",Office Supplies,Storage,Medium,35,3,Standard Class
OFF-AR-3481,"Binney & Smith Highlighters, Blue",Office Supplies,Art,Medium,24,2,Standard Class
OFF-AR-6119,"Stanley Pencil Sharpener, Fluorescent",Office Supplies,Art,Medium,44,1,Standard Class
FUR-CH-4661,Hon GuestStacker Chair,Furniture,Chairs,High,29,3,First Class
OFF-LA-4538,"Harbour Creations Legal Exhibit Labels, Adjustable",Office Supplies,Labels,High,26,1,First Class
OFF-ST-6020,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,Medium,9,2,Standard Class
OFF-ST-6292,"Tennsco Lockers, Sand",Office Supplies,Storage,High,14,9,First Class
OFF-BI-3734,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,Medium,29,2,Standard Class
OFF-AP-3845,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,Medium,10,4,Standard Class
OFF-ST-5687,"Rogers Box, Industrial",Office Supplies,Storage,High,40,1,Standard Class
OFF-EN-3672,"Cameo Manila Envelope, with clear poly window",Office Supplies,Envelopes,High,19,1,Standard Class
